zpid,city,streetAddress,zipcode,description,latitude,longitude,propertyTaxRate,garageSpaces,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,parkingSpaces,yearBuilt,latestPrice,numPriceChanges,latest_saledate,latest_salemonth,latest_saleyear,latestPriceSource,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,homeImage
29472323,austin,2412 Elmglen Dr,78704,"Stunning new 1-story home in Barton Hills by Paradisa Homes. Located on a quiet street, this contemporary open floor plan has all the ingredients for entertaining. A 12' Fleetwood door leads to the rear covered patio complete w/ slate floor w/ built in bbq island. Gourmet kitchen with Thermador appliances, including wine fridge, quartz counters, maple wood cabinets and massive center island with marble backsplash. Master suite boasts huge his/hers walk in closets and spa like master bath w/ separate tub and walk-in shower with rain head. Vintage wide plank hand scraped Oak wood flooring throughout the home leads to 3 full baths covered in marble. Large mudroom complete with folding station, mud hooks and sink. Oversized 1 garage with dual pane frosted glass door.  Energy efficient home controlled by the Nest system.",30.24902344,-97.78333282,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,1,2014,1050000,5,6/13/2019,6,2019,Broker Provided,1,0,5,2,0,0,0,0,0,8276,2763,1,0,1,1,1.5,6,1195,16,3,4,1,29472323_6baa7da40b655193d69825fb776404b8-p_f.jpg
29322083,austin,1901 Hether St,78704,"Prime location, walk to Zilker elementary, SOCO, shops and restaurants! Zoned SF-3, no trees, minimal restrictions- see docs. House has very good bones, lots of square footage to work with but needs updating. Roof is a few years old, all trussing was replaced. Endless potential! BRING US AN OFFER!!",30.25191116,-97.77259827,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Vacant Land,1,1950,745000,3,8/12/2020,8,2020,Broker Provided,22,0,4,2,0,0,0,0,0,6751,1988,1,0,1,1,1.2,6.666666667,1226,16,0,3,1,29322083_722ef8bbbfe902bda99382a479acb23b-p_f.jpg
64728317,austin,1803 Village Oak Ct,78704,"This lovely two-story homes sits at the end of a private cul-de-sac in the heart of south Austin, tucked away behind all of the action on South Lamar. The home welcomes you to an open living area with hardwood floors throughout and views into the backyard. The remodeled kitchen showcases a modern design featuring stainless steel appliances, custom cabinets, stone countertops and a spacious island. There is a half bath on the first floor with three bedrooms and two full bathrooms upstairs. The secluded backyard is perfect for enjoying dinner with loved ones or hosting friends for a cocktail party.",30.24283791,-97.77592468,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,2004,570000,1,7/30/2019,7,2019,Agent Provided,27,0,4,3,1,1,0,0,0,4312,1792,1,0,1,1,1.766666667,6.666666667,1226,16,3,3,2,64728317_76608a81bdab06ce502de148086ef59e-p_f.jpg
29324570,austin,2400 Deerfoot Trl,78704,"Sprawling single-story, mid-century modern style home with all of the bells and whistles. Large corner lot with heated pool/spa+outdoor kitchen. High-end finishes includes a top-of-the-line appliance package, wood flooring throughout with stylish terrazzo flooring in the sunken living room area. Ram and Western window package includes floor to ceiling glass overlooking the outdoor living and pool.  Energy efficiency. Thoughtful floorpan. High-design.",30.25826836,-97.77806091,1.98,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Single Family,0,2019,2195000,2,2/5/2020,2,2020,Broker Provided,40,0,2,2,1,2,0,1,0,12196.8,3025,1,0,1,1,1.1,6,1195,16,5,4,1,29324570_f705b1aa8ca979ec9e564bc979f565a2-p_f.jpg
83827816,austin,2314 Thornton Rd #B,78704,"2314 Thornton Rd #B, Austin, TX 78704 is a condo home that contains 1,835 sq ft and was built in 2005. It contains 2 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $683,177. The Rent Zestimate for this home is $3,100/mo. ",30.24526215,-97.77256012,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Condo,2,2005,574500,3,7/8/2020,7,2020,Agent Provided,28,0,5,3,0,1,0,1,0,12632.4,1835,1,0,1,1,1.6,6.666666667,1226,16,3,2,2,83827816_449e746995d0f58e9789050e062a1e11-p_f.jpg
29322814,austin,2400 Arpdale St,78704,"Location Location Location!! Nicely updated, modern Barton Hills treasure, hardwood floors, updated kitchen and master bath. Huge back yard with an abundance of trees. Screened in porch out back. Oversized garage. Refrigerator and washer and dryer. Won't last long!",30.25056267,-97.78173065,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1960,673000,3,9/20/2018,9,2018,Agent Provided,1,0,4,1,0,0,0,0,0,9583,1523,1,0,1,1,1.433333333,6,1195,16,2,3,1,29322814_20bfd206f8fa7ebc1164e8920bfd5ffa-p_f.jpg
29324555,austin,1905 Barton Hills Dr,78704,"Newly Remodeled and Updated Barton Hills Beauty. Home sits on a 1/3 of an acre that backs to a wet weather creek adding privacy and natural backdrop.  Two great decks for enjoying the outdoor space.  4 spacious bedrooms all on one level.  Modern finishes in a great open living concept space.  Sun room off the main living for bringing the great back yard inside.  Minutes from downtown, trails, hike and bike, Barton Springs and Zilker Park!",30.25664711,-97.78134155,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1969,689000,5,3/15/2019,3,2019,Agent Provided,38,0,4,1,0,0,0,0,0,14374.8,2192,1,0,1,1,1.166666667,6,1195,16,2,4,1,29324555_f6d45bb1792c188f7b94afd815f280c5-p_f.jpg
29322628,austin,807 Columbus St,78704,"807 Columbus St, Austin, TX 78704 is a single family home that contains 1,287 sq ft and was built in 1940. It contains 2 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $883,031. The Rent Zestimate for this home is $2,700/mo. ",30.2541008,-97.75575256,1.98,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1940,725000,1,8/9/2019,8,2019,Broker Provided,1,0,0,1,0,0,0,0,0,8276,1287,1,0,1,1,0.8333333333,5,889,13,2,2,1,29322628_4147e331e620a308eeaa258932d63a9e-p_f.jpg
29322812,austin,2403 Arpdale St,78704,"Buyer Lost His Job the week before closing!  Home has new interior and exterior paint.  JEWEL of a home within walking distance of shopping and live music. HUGE lot for the neighborhood with mature trees. Do not miss this opportunity in sought after Barton Hills neighborhood!  Minutes from Downtown, Zilker Park, Barton Springs Pool, fantastic restaurants, Barton Creek Greenbelt and convenient to award winning Barton Hills Elementary.",30.25020218,-97.78204346,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Single Family,0,1964,615000,2,7/18/2018,7,2018,Agent Provided,35,0,2,1,0,0,0,0,0,11325.6,1785,1,0,1,1,1.433333333,6,1195,16,2,3,1,29322812_7657eded4c1b35431aae9981bdc55cba-p_f.jpg
29325554,austin,2500 Briargrove Dr,78704,"2500 Briargrove Dr, Austin, TX 78704 is a single family home that contains 1,996 sq ft and was built in 1964. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $1,044,302. The Rent Zestimate for this home is $3,300/mo. ",30.25958061,-97.77698517,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1964,975000,3,9/16/2020,9,2020,Realty Austin,33,0,6,2,2,0,0,2,0,9583,1996,1,0,1,1,1.066666667,6,1195,16,2,4,1,29325554_9f27c8587bcd09694c65899ff9088567-p_f.jpg
62607811,austin,3008 Del Curto Rd,78704,"Go! 2,800 sqft home remodeled in 2007. Huge backyard with big live oaks. 1,300'+ of Ipe-wood decks on both levels. Two kitchens. Outside-bath off deck. Great natural light! Backs to creek & less than 100' from Tom Lasseter Park. Wooded privacy in the city, but stroll to 78704 hotspots and restaurants! Can build second home or on this large lot in SF-3. Or easily convert home into duplex (1,736sf & 1,064sf) for income. Also, adjacent home for sale.",30.2408371,-97.77926636,1.98,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,4,1982,899000,1,12/4/2019,12,2019,Broker Provided,37,0,5,1,0,0,0,0,0,13503.6,2800,1,0,1,1,1.933333333,6.666666667,1226,16,5,4,2,62607811_5474d564a8e21e8ee296bf913fe04723-p_f.jpg
29324546,austin,2000 Barton Pkwy,78704,"Spacious Barton Hills Green-Built home on .3 acre lot complete with 4 beds and 4 baths. 10' and 11' ceilings and 10' Fleetwood sliders create a light and bright living environment. Blocks from Barton Hills Elementary and the Barton Creek Greenbelt, minutes from downtown. Energy efficient 3 zoned 16+ SEER HVAC combined with 10kw+ solar, 1000 gallon water collection and wifi-controlled sprinkler system. Private backyard with room for a pool that backs to a wet creek for a multilevel, natural, private feel.",30.2555275,-97.7809906,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,2,2017,1795000,6,9/18/2020,9,2020,Agent Provided,46,0,4,2,2,2,0,1,0,13068,3636,1,0,1,1,1.166666667,6,1195,16,4,4,2,29324546_8c8b2bd7ab71a4e69f96ed6c51b0b7ff-p_f.jpg
29323625,austin,812 Columbus St,78704,"1472 s.f. of indoor living space features hardwood floors and big, bright spaces including an open kitchen, dining, living room flow. Large master bedroom with attached bath is spacious and full of light from walls of windows. Lush outdoor spaces are beautiful yet easy to maintain with a fully automated and efficient in-ground irrigation system. This 3 bedroom, 2 bathroom home built to last in 1936 is within striking distance of everything 78704 is famous for. Walk to SoLa, S 1st, SoCo and Barton Springs.",30.25476456,-97.75595856,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1936,450000,1,4/6/2020,4,2020,Agent Provided,1,0,0,3,0,0,0,0,0,6272,1472,1,0,1,1,0.9,5,889,13,2,3,1,29323625_streetviewlocation812ColumbusSt2CAustin2CTX78704size1025x768keyAIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQsourceoutdoorsignatureHojCJzJVR-MUfKv_MpSJ5uFTyXA.jpg
83815809,austin,2901 Corbin Ln,78704,"Beautiful home with Bamboo floors, backs to a green space. The open and spacious kitchen has quartz countertops and is great for having friends over.  Relax on the screened in back porch looking in to nature. Other features Upgraded Windows, Washer dryer up, Dog Park, Play Area, Google Fiber, High Speed Internet Access. Surround sound speakers don't convey.",30.23904228,-97.77203369,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2010,480000,1,5/2/2019,5,2019,Agent Provided,28,0,3,1,0,0,0,0,0,3833,1649,1,0,1,1,1.266666667,4,861,12,3,2,2,83815809_66b5af1be657d67e8135066ad4390d4a-p_f.jpg
29324540,austin,1808 Barton Pkwy,78704,"Fresh and contemporary interiors are the new style at 1808 Barton Pkwy. This mid-century home is designed to show all the attention to detail you expect in the Barton Hills neighborhood. The unique one story floor plan offers versatile options with a sunny sunroom or dining area and the 4th bedroom could be used as a study/office or second family room. Mixed with fresh warm tone colors, custom wood floors, granite and marble interior selections provide an easy choice for you to place your art and furniture. Custom kitchen cabinets with upper glass inserts, gas drop in cooktop with a  built-in oven provides for a dream kitchen. Entertaining is easy with a 41x20 private rear deck surrounded by large native trees. Beautifully landscaped .26 acre home site is easy to maintain with a front yard with sprinkler system. This home offers a beautiful blending of interior style and details in the 78704 zip code. Conveniently located minutes to downtown, the University of Texas and Zilker Park.",30.2569561,-97.78050995,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1971,950000,1,3/22/2018,3,2018,Agent Provided,29,0,4,1,0,0,0,0,0,11325.6,1964,1,0,1,1,1.1,6,1195,16,3,4,1,29324540_41b37d437127c5f3f472debb58418196-p_f.jpg
29322625,austin,813 Columbus St,78704,"Style induced & sprinkled with the perfect dose of funk, this 1940's casa embraces quintessential Austin. Located in renowned Bouldin, you're within walking distance to ""all things Austin"" including downtown, S Congress, Lamar, Zilker, etc. Stripped to the studs in 2011, all major systems have been updated w/ an immaculate eye for the finishes. The completely private backyard is an entertainers dream with game tables, fire pit, hot tub and fish pond. All appliances convey making this home move in ready!",30.25435638,-97.75616455,1.98,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Single Family,0,1947,750000,2,9/6/2019,9,2019,Agent Provided,38,0,5,2,1,3,0,1,0,6272,1332,1,0,1,1,0.8333333333,5,889,13,2,3,1,29322625_cee6654e0aa6e452bdc957f6959310ac-p_f.jpg
29322809,austin,2409 Arpdale St,78704,"Down to the studs remodeled and expanded in 2007 with energy efficiency in mind. All new plumbing, electrical, Pella windows and doors with integrated shades and screens, custom Hunter Douglas window treatments. Hand-crafted kitchen in rift sawn White Oak with Miele and Fisher Paykel appliances, ample storage. Large, level yard is fully fenced and sustainably landscaped with organic kitchen garden, fruit trees, chicken run and lawn. Bright and airy interiors with skylights and angled ceilings feature modern European style. Immaculately maintained and move-in ready!",30.25044441,-97.78282928,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1960,799950,2,4/22/2019,4,2019,Broker Provided,1,0,3,1,0,0,0,0,0,11761.2,1666,1,0,1,1,1.433333333,6,1195,16,2,3,1,29322809_7bc054b1b3cc2c54dad47bddc4093f4e-p_f.jpg
29472306,austin,2700 Rae Dell Ave,78704,MID CENTURY MODERN BARTON HILLS CLASSIC located in the heart of Barton Hills. This mid century modern 3-2 main house and 1-1 guesthouse is situated on almost a 1/4 acre. 1804 square feet per owner. Large fenced in yard and private backyard space for entertaining. Blocks from SoLa. New roof (May 2017) and HVAC in 2019.,30.24790382,-97.78282166,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1956,825000,2,5/10/2019,5,2019,Agent Provided,31,0,4,2,0,0,0,0,0,10062,1804,1,0,1,1,1.566666667,6,1195,16,3,4,1,29472306_a9ec7e25676d8e15aee24e33ab932b2e-p_f.jpg
29323616,austin,805 Christopher St,78704,"Bouldin area charmer. Unique and real Austin bungalow. Something special about the original two bedroom house with wood floors. The extra room below has its own bath and entrance. Comfortable living area in back has windows on the lush backyard and its massive oak trees. Tiny home in back corner can be a real plus. If you want the laid back Austin, this is it. Bouldin is so close to Barton Springs Rd and all that is there like Auditorium Shores, Blacks BBQ, Long Center, Sandy's Hamburgers, Palmer Events. Bricks on patio and back living and paths are salvage from Armadillo World Headquarters. Wood in back room is also salvage from UT Gymnasium.",30.25480652,-97.75527954,1.98,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1939,720000,1,2/21/2020,2,2020,Agent Provided,27,0,1,0,0,1,0,0,0,5880,1278,1,0,1,1,0.8666666667,5,889,13,2,3,2,29323616_e63e9b273e59b56455d37bc50ff63686-p_f.jpg
29324532,austin,2601 Deerfoot Trl,78704,"Prime Barton Hills location!  Beautiful, over 1/3 acre lot backs up to the Greenbelt.  Classic Barton Hills home with updates and a pool.  This home feels so private once inside and in the backyard.  The Greenbelt views, lush landscaping, completely fenced-in yard, spacious deck and pool provide a peaceful oasis just minutes from Downtown.",30.25894165,-97.77960968,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1973,849500,1,5/22/2020,5,2020,Agent Provided,47,0,0,2,1,1,1,0,0,16117.2,1776,1,0,1,1,1.1,6,1195,16,2,3,1,29324532_b82bb3234dcfae475f372b977c40f89d-p_f.jpg
29324531,austin,2603 Deerfoot Trl,78704,"Re-development opportunity in prime Barton Hills location with wooded treetop view! (see aerial tour) Large lot drops off in back with building footprint at front of lot where existing house is located. Perfect for multi-story house with multiple decks. All trees near building footprint are under 19"" diameter. House in very poor structural and cosmetic condition. Seller lease-back preferred. Survey and Disclosures available. Walking distance to Barton Hills Elementary, Zilker Park, and Barton Springs Pool!",30.25915909,-97.77975464,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1973,675000,4,11/15/2018,11,2018,Agent Provided,3,0,3,0,0,0,0,0,0,14810.4,2244,1,0,1,1,1.1,6,1195,16,2,3,1,29324531_4d421302d2806f502607a5cc59293425-p_f.jpg
29324113,austin,1702 Treadwell St,78704,"Taken down to the studs in 2011, this wonderful home maintains the appeal of the original neighborhood while offering all the modern amenities one could hope for. The eye-catching landscaping at the curb, designed by Native Edge and featured in Austin Monthly, serves as an inviting entry. Once inside, you will love the gorgeous hardwood floors that run throughout the entire property, oversized granite island ready for your next feast and the stunning windows adorning the back of the home.  Curl up with coffee and a book or dine al fresco on the screened in patio while you take in the downtown views made even clearer during the fall/winter months.  Relax in the primary suite with access to the porch, two separate vanities and large walk-in closet. The two secondary bedrooms located on the main floor are also sizable- giving everyone plenty of room. Upstairs, the loft space serves as a perfect home office or playroom. Custom cabinetry has been strategically and beautifully built-in throughout the property providing ample storage.  Situated just across the lake from downtown, 1702 Treadwell is located in an ideal position within the highly-desirable Zilker neighborhood - blocks from all the action! Spend the day outdoors at nearby Zilker Park, Barton Springs or the Barton Creek Greenbelt. When you are ready for a night out, 1702 Treadwell is only a short distance from award-winning restaurants, low-key hot spots as well as art, film, and music venues. Enjoy easy access to Austin's highly anticipated events like Austin City Limits and Trail of Lights.",30.25853348,-97.76560974,1.98,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Single Family,2,2011,648900,8,12/4/2020,12,2020,Agent Provided,33,0,4,1,3,1,0,0,0,6490,2456,1,0,1,1,1.166666667,6.666666667,1226,16,3,3,2,29324113_aa2da1e829625b194b99809f645bfa42-p_f.jpg
29472302,austin,2409 Elmglen Dr,78704,"2409 Elmglen Dr, Austin, TX 78704 is a single family home that contains 2,774 sq ft and was built in 2019. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $1,705,288. The Rent Zestimate for this home is $7,086/mo. ",30.24843407,-97.78346252,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,2019,574900,2,3/28/2019,3,2019,Broker Provided,6,0,2,1,0,0,0,0,0,8450,2774,1,0,1,1,1.566666667,6,1195,16,3,4,2,29472302_565ea86e83a40db4b3ec016666630230-p_f.jpg
29324521,austin,1706 Rabb Rd,78704,"Fabulous 3 bedroom/2.5 bath/2 living + office Barton Hills home on large tree covered .244 acre lot! Walk to Barton Springs, Zilker Park, Hike + Bike trail. Barton Springs road restaurants/shops. Easy bike to Alamo Drafthouse at Lamar Union. Coveted street. Award winning schools - Barton Hills Elem, O'Henry, Austin High! Priced to sell fast - lots of interest. Go see it today!",30.25619316,-97.77628326,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1972,799000,1,6/18/2019,6,2019,Broker Provided,29,0,4,1,0,1,0,1,0,10628,2123,1,0,1,1,1.2,6,1195,16,3,3,2,29324521_65e4745e5c152f9cae9ef0e9f25c9fba-p_f.jpg
119615112,austin,1504 Collier St UNIT 1,78704,"Enjoy the convenience of living in this sophisticated single level-ground floor end unit at The Lyric a small community of 12 homes located in the 78704 Zilker neighborhood. Modern custom interior finishes include 5"" wide Black Walnut flooring, Quartz countertops, Bertazzoni gas range. Private maintenance-free backyard and bonus side yard! Dining and entertaining all located in the neighborhood with downtown being less than 2 miles away.",30.25270271,-97.76654816,1.98,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Condo,2,2012,539000,3,5/18/2020,5,2020,Agent Provided,54,0,2,3,1,1,0,0,0,2060,1453,1,0,1,1,1.3,6.666666667,1226,16,2,2,1,119615112_2916f2a74b19902a09dfe4867ed607e6-p_f.jpg
29324504,austin,2503 Deerfoot Trl,78704,"Hidden Oases!!! Amazing Barton Hills home with incredible pool and covered decks! New remodeled chef's kitchen in 2015. Many outdoor living spaces. Beautiful front courtyard with fountain and multi back decks, Pella doors/windows, stainless appl., cut limestone and redwood exterior, solar panels, standing seam metal roof, big bedrooms, extensive landscaping, large master bath w/jetted tub, stunning Brazilian walnut wood floors, all a couple of blocks from Barton Springs & Zilker Park. Renovated in 2009. Remodeled chef's kitchen 2015, 6 burner Thermador range / oven, whirlpool side-by-side refrigerator, (2017) custom wood cabinetry. crackle porcelain farm sink, granite counter tops.  This is a must see!",30.2585144,-97.7789917,1.98,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Single Family,0,1976,1078800,1,3/20/2018,3,2018,Agent Provided,38,0,4,1,0,0,0,0,0,13068,2480,1,0,1,1,1.1,6,1195,16,3,4,2,29324504_3690500405565831ea9363e2a1c259d2-p_f.jpg
29324501,austin,2510 Ridgeview St,78704,"2510 Ridgeview St, Austin, TX 78704 is a single family home that contains 1,448 sq ft and was built in 1963. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $836,822. The Rent Zestimate for this home is $2,934/mo. ",30.25818825,-97.77955627,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1963,655000,2,5/31/2018,5,2018,Agent Provided,34,0,5,1,0,0,0,0,0,10846,1448,1,0,1,1,1.1,6,1195,16,2,3,1,29324501_d1cf9bad8e60e503cd5a839cd55174c9-p_f.jpg
29472784,austin,2408 Thornton Rd,78704,"House is old & in rough shape, but there's a big yard with big oaks, detached storage buildings, & a greenhouse. Property is well located, a short walk from ABGB on Oltorf (via Thornton) & Patika on Lamar (via the gate at the rear of the property, which connects to Ravey Street in back).

Tenant responsible for all utilities",30.24409294,-97.77300262,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1940,429900,6,11/1/2019,11,2019,Agent Provided,11,0,1,1,0,0,0,0,0,7971,856,1,0,1,1,1.7,6.666666667,1226,16,1,2,1,29472784_53bae5b094432d02b3b25d302457362e-p_f.jpg
29322500,austin,1904 Paramount Ave,78704,"Classic ranch style home for sale in the super desirable Zilker neighborhood. Home features 3 bedrooms, 2 bathrooms, 1,307 square feet, 2 car garage and a very large .33 acre lot. Good candidate for a complete remodel with addition or a tear down and new build. Lot size is one of the largest available in neighborhood and view of downtown Austin would be possible with a second story structure. Highly recognized Zilker elementary is one block away. You are less than a mile from Barton Springs Pool and Zilker Park. Downtown Austin is less than 3 miles. Great location close to all the popular restaurants and entertainment on South Lamar, South Congress and Barton Springs Rd. Don't miss on this great opportunity.",30.25387573,-97.77657318,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,2017,2995000,3,11/30/2020,11,2020,Agent Provided,47,0,1,3,0,0,0,0,0,14374.8,3302,0,0,0,0,1.838295659,5.77869409,1237,15,4,4,1,29322500_9f8d1a01e2324bf07ec3e7a03f14cd4b-p_f.jpg
29322608,austin,811 W James St,78704,"Amazing opportunity to own a piece of South Heights neighborhood, just off Bouldin. Great opportunity to build new! Property with alley access. Perfect lot for building a new home, garage apprtment, or unit B. Unique opprtunity, value is in land. Great Location!!!",30.25336838,-97.7564621,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,1,1953,569999,1,12/21/2018,12,2018,Agent Provided,11,0,0,2,0,0,0,0,0,5880,780,1,0,1,1,0.8333333333,5,889,13,1,2,1,29322608_d92de67851e4f22cfeaf42073d5e30b5-p_f.jpg
29322606,austin,1201 Bouldin Ave,78704,"Gorgeous corner lot on Bouldin. 895 sq. ft. 1940's bungalow w/ remodeled kitchen, bathroom, new windows, siding, metal roof, hardwood floors, tankless heater & shiplap walls. ALSO separate modern 433 sq. ft. Studio/Office w/ AC, electricity, clawfoot tub & upstairs loft storage. Perfect work from home or short-term rental. Rain barrels, gardens & xeriscape yard. Less than 5 minutes to downtown, library, parks, shops & cafes within walking distance. House vacant. Owner works in Studio but easy show & GO!",30.25355911,-97.75675201,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1941,663000,1,3/6/2018,3,2018,Agent Provided,33,0,4,3,0,0,0,0,0,6534,895,1,0,1,1,0.8333333333,5,889,13,1,2,1,29322606_0bd8c8ee76f49a776f6921b2ca845d4b-p_f.jpg
29472281,austin,2605 Cedarview Dr,78704,"2605 Cedarview Dr, Austin, TX 78704 is a single family home that contains 2,744 sq ft and was built in 1960. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $1,337,612. The Rent Zestimate for this home is $5,441/mo. ",30.24984169,-97.78482056,1.98,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Single Family,2,1960,789900,5,5/31/2019,5,2019,Broker Provided,1,0,0,2,0,0,0,0,0,10454,2744,1,0,1,1,1.5,6,1195,16,3,4,1,29472281_f380df2a7ba942e0b064aebaa3abf8d2-p_f.jpg
29323949,austin,1804 Collier St,78704,"Exceptional 2/2 bungalow with 1 bedroom casita with full bath in heart of Zilker/Barton Hills neighborhood. Casita could be a studio, office, or exercise room. Updated in 2012 with custom kitchen, soapstone counters, large island, wood floors; large master bath with walk-in shower/soaking tub; bedrooms with walk-in closets; energy-saving windows installed in 2008; hot water heater replaced 2015 and Zoned HVAC replaced 2014. Open living/dining/kitchen. Study (possible to convert to small 3rd bedroom). All appliances convey - dishwasher & disposal replaced 2017. Incredible landscaping & gardens; 2 car driveway with 1-car carport; metal roof; Elfa shelving; wired for Google Fiber. Walkable neighborhood, close to everything.",30.25489235,-97.76957703,1.98,3,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,3,1935,1082000,4,9/28/2020,9,2020,West Austin Properties,68,6,1,3,8,5,0,0,0,6969,2015,1,0,1,1,1.166666667,6.666666667,1226,16,3,3,1,29323949_5af1db0b6e7f12b9ef520ff2f3c2b3fc-p_f.jpg
29323947,austin,1502 Garner Ave,78704,"This 3 bed, 2 bath main house underwent a complete down-to-the-studs remodel/addition in 2016. The original character of the 1946 cottage were preserved while the space and amenities were updated for energy efficiency and luxury modern living. The thoughtful re-design includes a very functional floorplan with a completely private master suite, an open living and kitchen layout, and tons of storage. The income producing, 560 square foot secondary residence was built new (completed in 2014), and we've never seen a better executed design of a studio space than this one. It features a full high-end kitchen, high ceilings with gorgeous light, ample space for separate living and sleeping, an outdoor shower, and a private yard. It is not to be missed. This particular location within the Zilker neighborhood is some of the most sought-after real estate in the city of Austin and is walkable to Zilker Park, Barton Springs, and S. Lamar eateries and entertainment.",30.25502014,-97.76913452,1.98,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Single Family,1,1946,1149000,6,5/10/2019,5,2019,Agent Provided,33,0,2,4,0,0,0,0,0,7405,2373,1,0,1,1,1.166666667,6.666666667,1226,16,3,4,2,29323947_a3a6ba0966b7fbb26b680516813770d3-p_f.jpg
29476779,austin,3008 Birdwood Cir,78704,"Charming home in 78704 with lush yard and great indoor flow! Location and value in one of Austin's most desirable zip codes. Hard tile in living spaces and carpet in bedrooms. Beautiful natural light in as you enter to the open living room with updated ceiling fan. Effortless entertaining is here to stay with the dining area open to the kitchen where you will find a lovely breakfast bar, plenty of counter space, and lots of storage. Venture to the crisp and clean bedrooms for a suite escape and find an updated, full hallway bath for convenience. Don't miss the lush and private backyard with no back neighbors and plenty of room to run, host happy hour, or sit and stargaze. Check out this 78704 charmer before it's gone!!",30.23741531,-97.77135468,1.98,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Single Family,0,1963,425000,1,5/31/2019,5,2019,Agent Provided,28,0,2,2,0,0,0,0,0,7405,962,1,0,1,1,1.233333333,4,861,12,1,3,1,29476779_6363092947f834363dd7bc7b45203d3b-p_f.jpg
